iter	Logloss
187	0.000319582715
188	0.0003121819528
189	0.0003107201645
190	0.0003084902213
191	0.0003069216159
192	0.0003020747697
193	0.0002968611264
194	0.0002955903099
195	0.0002924260931
196	0.0002880098674
197	0.0002827065706
198	0.0002801595054
199	0.0002749041398
200	0.0002729016214
201	0.0002715464928
202	0.0002708220866
203	0.0002705502125
204	0.0002691762724
205	0.0002633397773
206	0.0002631991508
207	0.0002614136862
208	0.0002603260967
209	0.0002601014875
210	0.0002486413668
211	0.0002459818357
212	0.0002447673059
213	0.0002437792615
214	0.0002404740271
215	0.0002398728376
216	0.0002396466801
217	0.000238046636
218	0.000237864553
219	0.0002325158072
220	0.00022849831
221	0.0002267263913
222	0.0002242270064
223	0.0002177739133
224	0.0002103681383
225	0.0002080835313
226	0.0002050623766
227	0.0001996219657
228	0.0001978951362
229	0.0001973107387
230	0.0001960075172
231	0.0001947740182
232	0.000194112478
233	0.0001917716777
234	0.0001905584037
235	0.0001901444842
236	0.0001892096784
237	0.0001843011735
238	0.0001832589503
239	0.0001829630848
240	0.0001806322722
241	0.0001783901252
242	0.0001772615931
243	0.0001738674968
244	0.000173232874
245	0.0001711492939
246	0.00017002656
247	0.0001687427173
248	0.0001681497148
249	0.000167169169
250	0.0001659374194
251	0.0001647828137
252	0.0001632975388
253	0.0001604633043
254	0.0001560321099
255	0.0001550017631
256	0.0001532399113
257	0.0001527682926
258	0.0001519271508
259	0.0001481760046
260	0.0001480056459
261	0.0001469499734
262	0.0001467399756
263	0.0001463924724
264	0.0001453437741
265	0.0001440420855
266	0.0001417469768
267	0.0001415058174
268	0.0001412692516
269	0.0001390606521
270	0.000138197768
271	0.0001372355185
272	0.000137118321
273	0.0001353285289
274	0.0001343804091
275	0.0001335126821
276	0.0001328412726
277	0.0001325170548
278	0.0001320928822
279	0.0001303236553
280	0.0001301288573
281	0.0001294683574
282	0.0001268043433
283	0.0001262745324
284	0.0001256502145
285	0.000125240264
286	0.0001248539208
287	0.0001241281353
288	0.000122983849
289	0.0001223287444
290	0.0001212997157
291	0.0001208247078
292	0.0001203374814
293	0.0001183022468
294	0.0001171765573
295	0.0001162247135
296	0.0001159622549
297	0.0001150239414
298	0.0001143330121
299	0.0001121838154
